kategoria_produktu,nazwa,marka,cena_aktualna,cena_regularna,material,fason,ksztalt,rodzaj_dekoltu,dlugosc_rekawa,fason_clean,trend_score
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,yourturn,79.0,79.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the north face,134.0,,"60% bawełna, 40% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,polo ralph lauren,379.0,529.0,100% bawełna,slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),weekend wolf - t-shirt z nadrukiem,mister tee weekend wolf,67.0,79.0,100% bawełna,slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,schott,210.0,79.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,levi's®,109.0,109.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,under armour,143.0,159.0,"84% poliester, 16% elastan",slim,Prosty,Okrągły,Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,upscale by mister tee,76.0,119.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,fred perry,449.0,139.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,lacoste,260.0,289.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),essentials - t-shirt basic,adidas sportswear essentials,98.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,polo ralph lauren big & tall,609.0,859.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,le col,269.0,249.0,"94% poliester, 6% elastan",skinny,Dopasowanie do figury,Okrągły,Krótki rękaw,koszulka skinny fit,0.0
koszulki z krótkim rękawem (męskie),manchester united seasonal - t-shirt z nadrukiem,adidas originals manchester united seasonal,149.0,139.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),set - spodnie treningowe,siksilk set,223.0,319.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),core - top,asics core,107.0,119.0,100% poliester,regular,Prosty,Okrągły,Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),5 pack - t-shirt basic,pier one 5 pack,179.0,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),t-shirt z nadrukiem,helly hansen t,129.0,229.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,the set,252.0,169.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,falke,299.0,219.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,hummel,162.9,,"92% poliester, 8% elastan",slim,Zwężany,Okrągły,Długi rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- koszulka polo,fila,296.11,129.99,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,adidas performance,161.0,179.0,"81% poliester, 14% lyocell, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,lacoste,287.0,319.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,bershka,59.9,519.0,100% bawełna,loose fit,Prosty,Okrągły,Bardzo krótki rękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),kai - t-shirt z nadrukiem,lonsdale kai,79.0,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,nike sportswear,104.0,149.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,lonsdale,79.0,118.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),passerby - koszulka polo,boss passerby,287.0,479.0,"95% bawełna, 5% elastan",regular,Prosty,Typu Henley,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jorberkeley - t-shirt z nadrukiem,jack & jones jorberkeley,71.0,109.0,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),nba minnesota timberwolves anthony edwards - artykuły klubowe,nike performance nba minnesota timberwolves anthony edwards,159.0,339.0,100% bawełna,regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,tommy jeans,118.0,169.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),mickey classic floral mickey unisex - t-shirt z nadrukiem,disney mickey classic floral mickey unisex,169.99,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,diesel,531.95,329.0,100% bawełna,slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- artykuły klubowe,nike performance,159.0,149.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,rockshirts,99.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,363.0,89.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,69.99,199.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),one piece anime - t-shirt z nadrukiem,next one piece anime,156.0,269.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),lutzy - t-shirt z nadrukiem,indicode jeans lutzy,89.99,,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,179.99,189.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,ea7 emporio armani,319.0,319.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,polo ralph lauren big & tall,419.0,339.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),heritage - t-shirt z nadrukiem,karl kani heritage,139.0,129.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,pier one,46.0,84.0,"80% bawełna, 20% poliester",regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),paris saint-germain - artykuły klubowe,nike performance paris saint,339.0,429.0,100% poliester,regular,Dopasowany,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),flying fish - t-shirt z nadrukiem,patagonia flying fish,199.0,119.0,"50% bawełna, 50% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),bh3pack - t-shirt z nadrukiem,blend bh3pack,122.0,189.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),seagull - t-shirt z nadrukiem,mister tee seagull,79.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),naga - t-shirt z nadrukiem,venum naga,129.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,pier one,127.0,169.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,les benjamins unisex,379.0,289.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,adidas originals,97.0,149.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),passertip - koszulka polo,boss passertip,359.0,409.0,"95% bawełna, 5% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,55.0,69.0,100% bawełna,loose fit,Prosty,,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,adidas originals,112.0,149.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,82.0,99.0,100% bawełna,nadwymiarowy,Prosty,Okrągły,Krótki rękaw,koszulka oversize,22.7
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,yourturn,69.0,84.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,nike sportswear,99.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),tiro24 - koszulka sportowa,adidas performance tiro24,109.0,99.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,the north face,119.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,lacoste unisex,359.0,269.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,pier one sport,55.0,109.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,363.0,149.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),essentials - koszulka sportowa,adidas performance essentials,89.0,99.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),betova - koszulka polo,solid betova,149.0,129.99,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,nike sportswear,161.0,,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,siksilk,163.0,204.0,"95% bawełna, 5% elastan",slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,tommy jeans,112.0,149.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),arjun - t-shirt basic,u.s. polo assn. arjun,81.99,,100% bawełna,,Prosty,Okrągły,Krótki rękaw,koszulka other,
koszulki z krótkim rękawem (męskie),- t-shirt basic,levi's®,109.0,211.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,gant,179.0,199.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,55.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the kooples,429.0,429.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,adidas originals,64.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,169.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,30.0,59.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt basic,yourturn unisex,54.0,179.0,"95% bawełna, 5% elastan",loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,boss,149.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,adidas performance,326.0,119.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),sdcahil - t-shirt z nadrukiem,solid sdcahil,66.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,merchcode,99.0,309.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,carhartt wip,179.0,109.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,pier one,80.0,89.0,100% bawełna,prosty,,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,carhartt wip,179.0,139.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,pier one,101.0,169.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),bhtee 3-pack - t-shirt z nadrukiem,blend bhtee 3,118.0,189.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),vipera - t-shirt z nadrukiem,ellesse vipera,109.0,269.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),bhtee - t-shirt z nadrukiem,blend bhtee,60.0,89.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,lyle & scott,188.0,269.0,"98% bawełna, 2% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,boss,404.0,449.0,"96% bawełna, 4% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,49.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),yu gi oh - t-shirt z nadrukiem,henry tiger yu gi oh,109.99,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,emporio armani,269.0,609.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the north face,134.0,,"60% bawełna, 40% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),depresso round neck - t-shirt z nadrukiem,mister tee depresso round neck,70.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),le papillon oversize - t-shirt z nadrukiem,upscale by mister tee le papillon oversize,79.0,99.0,100% bawełna,nadwymiarowy,Prosty,Okrągły,Krótki rękaw,koszulka oversize,22.7
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,polo ralph lauren,584.0,649.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,diesel,160.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - top,lacoste unisex,137.0,229.0,"95% bawełna, 5% elastan",slim,Dopasowany,Okrągły,Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt basic,polo ralph lauren,377.0,419.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,urban classics,49.0,,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- top,urban classics,58.0,79.0,100% bawełna,regular,Prosty,Okrągły,Bardzo krótki rękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),2 pack - t-shirt basic,pier one 2 pack,53.0,59.0,100% bawełna,prosty,,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,merchcode,64.0,119.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),cat (cf small cat) - koszulka sportowa,puma cat (cf small cat),89.0,99.0,100% poliester,slim,Dopasowany,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),fa czech republic away - koszulka reprezentacji,puma fa czech republic away,329.0,379.0,100% poliester,regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,the north face,107.0,,"60% bawełna, 40% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,jack & jones,254.0,189.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
